name,pronouns,email,cohort,ability,graduated,dropped_out,courses_completed,has_allergy
Max Kumar (he/him),he/him,max.kumar@kankaanpaavakouluofpivakoti.school.com,5,0.87,True,False,5,False
Sara Oluwatoyinbo (she/her),she/her,sara.oluwatoyinbo@kankaanpaavakouluofpivakoti.school.com,5,0.9,False,True,1,False
Noah Lee (he/him),he/him,noah.lee@kankaanpaavakouluofpivakoti.school.com,5,0.83,True,False,5,False
Leila Huang (she/her),she/her,leila.huang@kankaanpaavakouluofpivakoti.school.com,5,0.82,False,True,2,False
Elias Avelar (he/him),he/him,elias.avelar@kankaanpaavakouluofpivakoti.school.com,5,0.78,False,True,2,False
Emma Duarte (she/her),she/her,emma.duarte@kankaanpaavakouluofpivakoti.school.com,5,0.64,True,False,5,False
Aya Saito (she/her),she/her,ayasaito@kankaanpaavakouluofpainikoti.school.com,5,0.51,False,True,0,False
Omar El-Khatib (he/him),he/him,omarelkhatib@kankaanpaavakouluofpainikoti.school.com,5,0.5,False,False,4,False
Sofia Gonzalez (she/her),she/her,sofiagonzalez@kankaanpaavakouluofpainikoti.school.com,5,0.63,False,True,2,False
Lukas Olsen (he/him),he/him,lukasolsen@kankaanpaavakouluofpainikoti.school.com,5,0.83,True,False,5,False
Mehmet Yilmaz (he/him),he/him,mehmetyilmaz@kankaanpaavakouluofpainikoti.school.com,5,0.57,False,True,3,False
Zara Patel (she/her),she/her,zarapatel@kankaanpaavakouluofpainikoti.school.com,5,0.34,False,False,2,False
Juan Perez (he/him),he/him,juanperez@kankaanpaavakouluofpainikoti.school.com,5,0.54,False,False,3,False
Yara Al-Husseini (she/her),she/her,yarahusseini@kankaanpaavakouluofpainikoti.school.com,5,0.39,False,True,1,False
Leo Lee (he/him),he/him,leolee@kankaanpaavakouluofpainikoti.school.com,5,0.74,True,False,5,False
Mia Wu (she/her),she/her,miawu@kankaanpaavakouluofpainikoti.school.com,5,0.73,False,True,3,False
Aisha Kamal (she/her),she/her,aisha.kamal@kankaanpaaschoolofpaivakoti.school.com,6,0.83,True,False,5,False
Lukas Schmidt (he/him),he/him,lukas.schmidt@kankaanpaaschoolofpaivakoti.school.com,6,0.33,False,False,3,False
Yara El-Zein (she/her),she/her,yara.el-zein@kankaanpaaschoolofpaivakoti.school.com,6,0.66,False,True,2,False
Yannick Mbenga (he/him),he/him,yannick.mbenga@kankaanpaaschoolofpaivakoti.school.com,6,0.89,True,False,5,False
Sofia Park (she/her),she/her,sofia.park@kankaanpaaschoolofpaivakoti.school.com,6,0.66,False,True,2,False
Diego Ramirez (he/him),he/him,diego.ramirez@kankaanpaaschoolofpaivakoti.school.com,6,0.64,False,True,2,False
Nina Leung (she/her),she/her,nina.leung@kankaanpaaschoolofpaivakoti.school.com,6,0.34,False,False,2,False
Mohammad Ahmed (he/him),he/him,mohammad.ahmed@kankaanpaaschoolofpaivakoti.school.com,6,0.59,False,False,4,False
Isabella Chen (she/her),she/her,isabella.chen@kankaanpaaschoolofpaivakoti.school.com,6,0.64,True,False,5,False
Ramy El-Husseini (he/him),he/him,ramy.el-husseini@kankaanpaaschoolofpaivakoti.school.com,6,0.84,False,True,3,False
Amina Khan (she/her),she/her,amina.khan@kankaanpaaschoolofpavikoti.com,6,0.72,True,False,5,False
Juan Gonzales (he/him),he/him,juan.gonzales@kankaanpaaschoolofpavikoti.com,6,0.4,False,True,0,False
Yara Al-Said (she/her),she/her,yara.al-said@kankaanpaaschoolofpavikoti.com,6,0.68,True,False,5,False
Liam Leung (he/him),he/him,liam.leung@kankaanpaaschoolofpavikoti.com,6,0.86,True,False,5,False
Ella O'Sullivan (she/her),she/her,ella.o'sullivan@kankaanpaaschoolofpavikoti.com,6,0.86,True,False,5,False
Ismail Mohammed (he/him),he/him,ismail.mohammed@kankaanpaaschoolofpavikoti.com,6,0.71,False,True,4,False
Sofia Ramírez (she/her),she/her,sofia.ramirez@kankaanpaaschoolofpavikoti.com,6,0.5,False,False,3,False
Noah Nguyen (he/him),he/him,noah.nguyen@kankaanpaaschoolofpavikoti.com,6,0.89,False,True,2,False
Leila Ben-Jacob (she/her),she/her,leila.ben-jacob@kankaanpaaschoolofpavikoti.com,6,0.66,False,True,4,False
Benjamin Lee (he/him),he/him,benjamin.lee@kankaanpaaschoolofpavikoti.com,6,0.34,False,True,1,False
Amina Kamara (she/her),she/her,amina.kamara@kankaanpaaschoolofpaivakoti.school.com,6,0.8,False,True,2,False
Lukas Lehto (he/him),he/him,lukas.lehto@kankaanpaaschoolofpaivakoti.school.com,6,0.46,False,False,3,True
Yara Al-Khateeb (they/them),they/them,yara.al-khateeb@kankaanpaaschoolofpaivakoti.school.com,6,0.83,True,False,5,False
María González (she/her),she/her,maria.gonzalez@kankaanpaaschoolofpaivakoti.school.com,6,0.47,False,False,3,False
Zackary Wang (he/him),he/him,zackary.wang@kankaanpaaschoolofpaivakoti.school.com,6,0.41,False,True,1,False
Aysha Patel (she/her),she/her,aysha.patel@kankaanpaaschoolofpaivakoti.school.com,6,0.65,False,False,5,False
Mateus Santos (he/him),he/him,mateus.santos@kankaanpaaschoolofpaivakoti.school.com,6,0.45,False,True,0,False
Rania Hassan (she/her),she/her,rania.hassan@kankaanpaaschoolofpaivakoti.school.com,6,0.54,False,True,1,False
Nathan Park (he/him),he/him,nathan.park@kankaanpaaschoolofpaivakoti.school.com,6,0.56,False,False,5,False
Taliyah Nguyen (she/her),she/her,taliyah.nguyen@kankaanpaaschoolofpaivakoti.school.com,6,0.51,False,False,4,False
Aisha Kumar (she/her),she/her,aishakumar@kankaanpaavaschoolofpaivakoti.com,6,0.48,False,False,3,False
Lukas Lee (he/him),he/him,lukaslee@kankaanpaavaschoolofpaivakoti.com,6,0.72,False,True,2,False
Mariana Ramírez (she/her),she/her,marianaramirez@kankaanpaavaschoolofpaivakoti.com,6,0.44,False,True,1,False
Mohammad Hassan (he/him),he/him,mohammadhassan@kankaanpaavaschoolofpaivakoti.com,6,0.4,False,False,2,False
Yara Al-Khateeb (she/her),she/her,yaralkhateeb@kankaanpaavaschoolofpaivakoti.com,6,0.76,False,True,3,False
Leonardo Ribeiro (he/him),he/him,leonardoribeiro@kankaanpaavaschoolofpaivakoti.com,6,0.72,True,False,5,False
Sofia Wang (she/her),she/her,sofiawang@kankaanpaavaschoolofpaivakoti.com,6,0.59,False,True,3,False
Benjamin García (he/him),he/him,benjamingarcia@kankaanpaavaschoolofpaivakoti.com,6,0.46,False,False,3,False
Ibrahim Oluwatoyin (he/him),he/him,ibrahimoluwatoyin@kankaanpaavaschoolofpaivakoti.com,6,0.86,True,False,5,False
Nina Park (she/her),she/her,ninapark@kankaanpaavaschoolofpaivakoti.com,6,0.42,False,False,3,False
Aisha Khan (she/her),she/her,aishakhan@kankaanpaavakoulunpäiväkoti.school.com,6,0.58,False,False,4,False
Lena Perez (she/her),she/her,lenaperez@kankaanpaavakoulunpäiväkoti.school.com,6,0.56,False,True,1,False
Taro Yamada (he/him),he/him,taroyamada@kankaanpaavakoulunpäiväkoti.school.com,6,0.36,False,False,2,False
Sofia Gutierrez (she/her),she/her,sofiagutierrez@kankaanpaavakoulunpäiväkoti.school.com,6,0.55,False,True,1,False
Oliver Chow (he/him),he/him,oliverchow@kankaanpaavakoulunpäiväkoti.school.com,6,0.45,False,False,3,False
Marlene Oliveira (she/her),she/her,marleneoliveira@kankaanpaavakoulunpäiväkoti.school.com,6,0.72,False,True,0,False
Jens Schmidt (he/him),he/him,jensschmidt@kankaanpaavakoulunpäiväkoti.school.com,6,0.54,False,False,4,False
Sanaa El-Masri (she/her),she/her,sanaaelmasri@kankaanpaavakoulunpäiväkoti.school.com,6,0.45,False,True,1,False
Zhang Li (he/him),he/him,zhangli@kankaanpaavakoulunpäiväkoti.school.com,6,0.65,False,True,0,False
Kai Svensson (he/him),he/him,kaisvensson@kankaanpaavakoulunpäiväkoti.school.com,6,0.65,False,True,1,False
Amina Khan (she/her),she/her,amina.khan@kankaanpaaschoolofpavikoti.com,7,0.78,True,False,5,False
Lukas O'Sullivan (he/him),he/him,lukas.osullivan@kankaanpaaschoolofpavikoti.com,7,0.48,False,False,3,False
Sophia Park (she/her),she/her,sophia.park@kankaanpaaschoolofpavikoti.com,7,0.86,False,True,4,False
Leonardo Gómez (he/him),he/him,leonardo.gomez@kankaanpaaschoolofpavikoti.com,7,0.34,False,False,2,False
Yara Nguyen (she/her),she/her,yara.nguyen@kankaanpaaschoolofpavikoti.com,7,0.59,False,False,5,False
Noah Lee (he/him),he/him,noah.lee@kankaanpaaschoolofpavikoti.com,7,0.47,False,True,1,False
Isabella Liang (she/her),she/her,isabella.liang@kankaanpaaschoolofpavikoti.com,7,0.51,False,True,1,False
Benjamin Patel (he/him),he/him,benjamin.patel@kankaanpaaschoolofpavikoti.com,7,0.43,False,False,2,False
Lila Díaz (she/her),she/her,lila.diaz@kankaanpaaschoolofpavikoti.com,7,0.35,False,False,2,False
Oliver Mendez (he/him),he/him,oliver.mendez@kankaanpaaschoolofpavikoti.com,7,0.87,False,True,2,False
Amina Khan (she/her),she/her,amina.khan@kankaanpaavakouluofpivakoti.school.com,7,0.77,False,True,2,False
Liam Leong (he/him),he/him,liam.leong@kankaanpaavakouluofpivakoti.school.com,7,0.5,False,False,3,False
Isabella Sánchez (she/her),she/her,isabella.sanchez@kankaanpaavakouluofpivakoti.school.com,7,0.77,True,False,5,False
Oliver Nguyen (he/him),he/him,oliver.nguyen@kankaanpaavakouluofpivakoti.school.com,7,0.38,False,False,2,False
Emilia Olafsson (she/her),she/her,emilia.olafsson@kankaanpaavakouluofpivakoti.school.com,7,0.57,False,False,4,False
Sophia Park (she/her),she/her,sophia.park@kankaanpaavakouluofpivakoti.school.com,7,0.56,False,True,3,False
Lukas Patel (he/him),he/him,lukas.patel@kankaanpaavakouluofpivakoti.school.com,7,0.31,False,False,2,False
Mia Li (she/her),she/her,mia.li@kankaanpaavakouluofpivakoti.school.com,7,0.74,True,False,5,False
Noah Gonzalez (he/him),he/him,noah.gonzalez@kankaanpaavakouluofpivakoti.school.com,7,0.56,False,True,1,False
Elias Miller (he/him),he/him,elias.miller@kankaanpaavakouluofpivakoti.school.com,7,0.65,False,False,4,False
Amina Khan (she/her),she/her,amina.khan@kankaanpaaschoolofpaivakoti.school.com,7,0.58,False,True,1,False
Sophia Lee (she/her),she/her,sophia.lee@kankaanpaaschoolofpaivakoti.school.com,7,0.84,False,True,2,False
Leonardo Garcia (he/him),he/him,leonardo.garcia@kankaanpaaschoolofpaivakoti.school.com,7,0.52,False,False,4,True
Yara Patel (she/her),she/her,yara.patel@kankaanpaaschoolofpaivakoti.school.com,7,0.84,True,False,5,False
Lukas O'Sullivan (he/him),he/him,lukas.osullivan@kankaanpaaschoolofpaivakoti.school.com,7,0.52,False,False,3,True
Zara Wang (she/her),she/her,zara.wang@kankaanpaaschoolofpaivakoti.school.com,7,0.82,True,False,5,False
Noah Díaz (he/him),he/him,noah.diaz@kankaanpaaschoolofpaivakoti.school.com,7,0.78,True,False,5,True
Emma Nguyen (she/her),she/her,emma.nguyen@kankaanpaaschoolofpaivakoti.school.com,7,0.37,False,True,1,False
Oliver Mendes (he/him),he/him,oliver.mendes@kankaanpaaschoolofpaivakoti.school.com,7,0.47,False,True,2,True
Aaliyah Perez (she/her),she/her,aaliyah.perez@kankaanpaaschoolofpaivakoti.school.com,7,0.77,False,True,3,False
Amina Kamara (she/her),she/her,amina.kamara@kankaanpaaschoolofpäiväkoti.com,7,0.71,False,True,0,False
Jun Lee (he/him),he/him,jun.lee@kankaanpaaschoolofpäiväkoti.com,7,0.34,False,False,2,False
Isabella Rodriguez (she/her),she/her,isabella.rodriguez@kankaanpaaschoolofpäiväkoti.com,7,0.44,False,False,2,True
Hassan Ahmed (he/him),he/him,hassan.ahmed@kankaanpaaschoolofpäiväkoti.com,7,0.5,False,True,1,False
Yara Al-Saidi (she/her),she/her,yara.al-saidi@kankaanpaaschoolofpäiväkoti.com,7,0.64,False,False,5,True
Maxime Lavoie (he/him),he/him,maxime.lavoie@kankaanpaaschoolofpäiväkoti.com,7,0.34,False,True,0,False
Xinran Wang (she/her),she/her,xinran.wang@kankaanpaaschoolofpäiväkoti.com,7,0.67,False,False,4,False
Leonardo Gonzalez (he/him),he/him,leonardo.gonzalez@kankaanpaaschoolofpäiväkoti.com,7,0.8,True,False,5,True
Sara El-Amin (she/her),she/her,sara.el-amin@kankaanpaaschoolofpäiväkoti.com,7,0.84,False,True,2,False
Oliver Johansson (he/him),he/him,oliver.johansson@kankaanpaaschoolofpäiväkoti.com,7,0.87,True,False,5,False
Amina Kamara (she/her),she/her,akamara@kankaanpaaschoolofpaivakoti.com,7,0.56,False,False,3,False
Hiroshi Tanaka (he/him),he/him,htanaka@kankaanpaaschoolofpaivakoti.com,7,0.61,False,False,4,True
Sara Al-Khateeb (she/her),she/her,sal-khateeb@kankaanpaaschoolofpaivakoti.com,7,0.77,True,False,5,False
Lukas Müller (he/him),he/him,lmueller@kankaanpaaschoolofpaivakoti.com,7,0.36,False,False,2,False
Mariam Diop (she/her),she/her,mdiop@kankaanpaaschoolofpaivakoti.com,7,0.44,False,True,2,False
Yair Ben-Zion (he/him),he/him,yben-zion@kankaanpaaschoolofpaivakoti.com,7,0.47,False,False,3,False
Thomasina Taylor (she/her),she/her,ttaylor@kankaanpaaschoolofpaivakoti.com,7,0.36,False,True,1,False
Ismail Ahmed (he/him),he/him,iahmed@kankaanpaaschoolofpaivakoti.com,7,0.42,False,False,2,False
Juliana González (she/her),she/her,jgonzalez@kankaanpaaschoolofpaivakoti.com,7,0.43,False,False,2,False
Zeynab Sow (she/her),she/her,zsow@kankaanpaaschoolofpaivakoti.com,7,0.51,False,False,3,False
Amina Kamara (she/her),she/her,amina.kamara@kankaanpaaschoolofpaivakoti.school.com,8,0.23,False,False,1,False
Sofia Park (she/her),she/her,sofia.park@kankaanpaaschoolofpaivakoti.school.com,8,0.2,False,False,1,False
Liam Nguyen (he/him),he/him,liam.nguyen@kankaanpaaschoolofpaivakoti.school.com,8,0.12,False,True,0,False
Isabella Diaz (she/her),she/her,isabella.diaz@kankaanpaaschoolofpaivakoti.school.com,8,0.15,False,True,0,False
Oliver Wu (he/him),he/him,oliver.wu@kankaanpaaschoolofpaivakoti.school.com,8,0.37,False,True,0,False
Emma Lee (she/her),she/her,emma.lee@kankaanpaaschoolofpaivakoti.school.com,8,0.24,False,False,1,False
Elijah Gómez (he/him),he/him,elijah.gomez@kankaanpaaschoolofpaivakoti.school.com,8,0.17,False,False,1,False
Ava Patel (she/her),she/her,ava.patel@kankaanpaaschoolofpaivakoti.school.com,8,0.31,False,True,1,False
Benjamin Li (he/him),he/him,benjamin.li@kankaanpaaschoolofpaivakoti.school.com,8,0.11,False,True,0,False
Chloe Kim (she/her),she/her,chloe.kim@kankaanpaaschoolofpaivakoti.school.com,8,0.19,False,False,1,False
Aisha Khan (she/her),she/her,aishakhan@kankaanpaavakouluofpaivakoti.school.com,8,0.25,False,False,1,False
Lena Perez (she/her),she/her,lenaperez@kankaanpaavakouluofpaivakoti.school.com,8,0.28,False,False,2,False
Sebastian Lee (he/him),he/him,sebastianlee@kankaanpaavakouluofpaivakoti.school.com,8,0.37,False,False,2,False
Mia Li (she/her),she/her,miali@kankaanpaavakouluofpaivakoti.school.com,8,0.32,False,True,0,False
Omar Nguyen (he/him),he/him,omarnguyen@kankaanpaavakouluofpaivakoti.school.com,8,0.21,False,True,0,False
Yara Gomez (she/her),she/her,yaragomez@kankaanpaavakouluofpaivakoti.school.com,8,0.28,False,False,1,False
Noa Kim (she/her),she/her,noakim@kankaanpaavakouluofpaivakoti.school.com,8,0.17,False,True,0,False
Ahmed Patel (he/him),he/him,ahmedpatel@kankaanpaavakouluofpaivakoti.school.com,8,0.23,False,False,1,False
Emma Huang (she/her),she/her,emmahuang@kankaanpaavakouluofpaivakoti.school.com,8,0.31,False,True,2,False
Max Santos (he/him),he/him,maxsantos@kankaanpaavakouluofpaivakoti.school.com,8,0.3,False,True,0,False
Amina Karim (she/her),she/her,amina.karim@kankaanpaaschoolofpavikoti.com,8,0.36,False,False,2,False
Juan Rodriguez (he/him),he/him,juan.rodriguez@kankaanpaaschoolofpavikoti.com,8,0.24,False,True,0,False
Emma Nguyen (she/her),she/her,emma.nguyen@kankaanpaaschoolofpavikoti.com,8,0.17,False,False,1,False
Lukas O'Sullivan (he/him),he/him,lukas.osullivan@kankaanpaaschoolofpavikoti.com,8,0.22,False,False,1,False
Nadia Abdulrahman (she/her),she/her,nadia.abdulrahman@kankaanpaaschoolofpavikoti.com,8,0.22,False,False,1,False
Oliver Lee (he/him),he/him,oliver.lee@kankaanpaaschoolofpavikoti.com,8,0.12,False,True,0,False
Sofia Diaz (she/her),she/her,sofia.diaz@kankaanpaaschoolofpavikoti.com,8,0.31,False,False,1,False
Taro Yamada (he/him),he/him,taro.yamada@kankaanpaaschoolofpavikoti.com,8,0.23,False,True,0,False
Yara Gomez (she/her),she/her,yara.gomez@kankaanpaaschoolofpavikoti.com,8,0.12,False,True,0,False
Zhang Li (he/him),he/him,zhang.li@kankaanpaaschoolofpavikoti.com,8,0.11,False,False,0,False
Aisha Kamal (she/her),she/her,aishakamal@kankaanpaavaschoolofpaivakoti.school.com,8,0.32,False,True,0,False
Juan Ramirez (he/him),he/him,juanramirez@kankaanpaavaschoolofpaivakoti.school.com,8,0.32,False,True,1,False
Yara El-Hassan (she/her),she/her,yaraelhassan@kankaanpaavaschoolofpaivakoti.school.com,8,0.27,False,False,1,False
Lukas Olsen (he/him),he/him,lukasolsen@kankaanpaavaschoolofpaivakoti.school.com,8,0.18,False,False,1,False
Sofia Lee (she/her),she/her,sofialee@kankaanpaavaschoolofpaivakoti.school.com,8,0.22,False,False,1,False
Ryuichi Sato (he/him),he/him,ryuichisato@kankaanpaavaschoolofpaivakoti.school.com,8,0.13,False,False,1,False
Zuzana Nováková (she/her),she/her,zuzananovakova@kankaanpaavaschoolofpaivakoti.school.com,8,0.15,False,False,1,False
Alejandro González (he/him),he/him,alejandrogonzalez@kankaanpaavaschoolofpaivakoti.school.com,8,0.26,False,True,0,False
Nina Park (she/her),she/her,ninapark@kankaanpaavaschoolofpaivakoti.school.com,8,0.32,False,False,2,False
Mohammad Ali (he/him),he/him,mohammadali@kankaanpaavaschoolofpaivakoti.school.com,8,0.22,False,True,1,False
Amina Khan (she/her),she/her,amina.khan@kankaanpaaschoolofpaivakoti.com,8,0.37,False,False,2,False
Lukas Garcia (he/him),he/him,lukas.garcia@kankaanpaaschoolofpaivakoti.com,8,0.13,False,True,0,False
Emma Lee (she/her),she/her,emma.lee@kankaanpaaschoolofpaivakoti.com,8,0.18,False,False,1,False
Satoshi Nakamoto (he/him),he/him,satoshi.nakamoto@kankaanpaaschoolofpaivakoti.com,8,0.24,False,True,0,False
Zara Ali (she/her),she/her,zara.ali@kankaanpaaschoolofpaivakoti.com,8,0.32,False,True,1,False
Mateo Rodriguez (he/him),he/him,mateo.rodriguez@kankaanpaaschoolofpaivakoti.com,8,0.39,False,False,2,False
Sara Kim (she/her),she/her,sara.kim@kankaanpaaschoolofpaivakoti.com,8,0.26,False,False,1,False
Omar El-Gamal (he/him),he/him,omar.el-gamal@kankaanpaaschoolofpaivakoti.com,8,0.36,False,False,2,False
Yara Sharif (she/her),she/her,yara.sharif@kankaanpaaschoolofpaivakoti.com,8,0.39,False,False,2,False
Leonardo Silva (he/him),he/him,leonardo.silva@kankaanpaaschoolofpaivakoti.com,8,0.23,False,False,1,False
Amina Khan (she/her),she/her,amina.khan@kankaanpaavakouluofpivakaoti.school.com,9,0.31,False,True,0,False
Liam Leong (he/him),he/him,liam.leong@kankaanpaavakouluofpivakaoti.school.com,9,0.55,False,False,3,False
Isabella Dos Santos (she/her),she/her,isabella.dossantos@kankaanpaavakouluofpivakaoti.school.com,9,0.41,False,True,0,False
Noah Park (he/him),he/him,noah.park@kankaanpaavakouluofpivakaoti.school.com,9,0.43,False,False,2,False
Sofia Akbar (she/her),she/her,sofia.akbar@kankaanpaavakouluofpivakaoti.school.com,9,0.35,False,True,0,False
Elias O'Connor (he/him),he/him,elias.oconnor@kankaanpaavakouluofpivakaoti.school.com,9,0.79,False,True,1,False
Maya Kim (she/her),she/her,maya.kim@kankaanpaavakouluofpivakaoti.school.com,9,0.54,False,True,1,False
Oliver Gómez (he/him),he/him,oliver.gomez@kankaanpaavakouluofpivakaoti.school.com,9,0.74,False,False,4,False
Aya Nguyen (she/her),she/her,aya.nguyen@kankaanpaavakouluofpivakaoti.school.com,9,0.73,False,False,3,False
Mateo Díaz (he/him),he/him,mateo.diaz@kankaanpaavakouluofpivakaoti.school.com,9,0.61,False,False,3,False
Aisha Kumar (she/her),she/her,aisha.kumar@kankaanpaaschoolofpaivakoti.com,9,0.8,False,False,4,False
Luis Gonzalez (he/him),he/him,luis.gonzalez@kankaanpaaschoolofpaivakoti.com,9,0.36,False,False,1,False
Yara Ocampo (she/her),she/her,yara.ocampo@kankaanpaaschoolofpaivakoti.com,9,0.55,False,False,3,False
Mehmet Akdogan (he/him),he/him,mehmet.akdogan@kankaanpaaschoolofpaivakoti.com,9,0.81,False,True,1,False
Malaika Nguyen (she/her),she/her,malaika.nguyen@kankaanpaaschoolofpaivakoti.com,9,0.52,False,False,2,False
Khalil Patel (he/him),he/him,khalil.patel@kankaanpaaschoolofpaivakoti.com,9,0.44,False,True,0,False
Sofia Lee (she/her),she/her,sofia.lee@kankaanpaaschoolofpaivakoti.com,9,0.64,False,False,3,False
Mohammad Al-Zaidi (he/him),he/him,mohammad.al-zaidi@kankaanpaaschoolofpaivakoti.com,9,0.61,False,True,1,False
Ingrid Santos (she/her),she/her,ingrid.santos@kankaanpaaschoolofpaivakoti.com,9,0.83,False,False,4,False
Ayhan Huang (he/him),he/him,ayhan.huang@kankaanpaaschoolofpaivakoti.com,9,0.38,False,False,1,False
Aisha Khan (she/her),she/her,aisha.khan@kankaanpaaschoolofpaivakoti.com,9,0.46,False,False,2,False
Luis Gonzalez (he/him),he/him,luis.gonzalez@kankaanpaaschoolofpaivakoti.com,9,0.57,False,False,3,False
Yara Nguyen (she/her),she/her,yara.nguyen@kankaanpaaschoolofpaivakoti.com,9,0.83,False,False,5,False
Mateo León (he/him),he/him,mateo.leon@kankaanpaaschoolofpaivakoti.com,9,0.41,False,True,1,False
Emma Lee (she/her),she/her,emma.lee@kankaanpaaschoolofpaivakoti.com,9,0.8,False,True,4,False
Sofia Ocampo (she/her),she/her,sofia.ocampo@kankaanpaaschoolofpaivakoti.com,9,0.74,False,True,0,False
Elias Patel (he/him),he/him,elias.patel@kankaanpaaschoolofpaivakoti.com,9,0.68,False,False,4,False
Zoe Wu (she/her),she/her,zoe.wu@kankaanpaaschoolofpaivakoti.com,9,0.78,False,False,4,False
Noah Mohammad (he/him),he/him,noah.mohammad@kankaanpaaschoolofpaivakoti.com,9,0.57,False,False,3,False
Isabella Rodriguez (she/her),she/her,isabella.rodriguez@kankaanpaaschoolofpaivakoti.com,9,0.52,False,False,2,False
Aisha Patel (she/her),she/her,aisha.patel@kankaanpaavakouluofpivaikoti.school.com,9,0.31,False,True,1,False
Juan Lopez (he/him),he/him,juan.lopez@kankaanpaavakouluofpivaikoti.school.com,9,0.84,False,True,1,False
Emma Lee (she/her),she/her,emma.lee@kankaanpaavakouluofpivaikoti.school.com,9,0.86,False,False,5,False
Hassan Khan (he/him),he/him,hassan.khan@kankaanpaavakouluofpivaikoti.school.com,9,0.45,False,False,2,False
Yara Gonzalez (she/her),she/her,yara.gonzalez@kankaanpaavakouluofpivaikoti.school.com,9,0.4,False,False,2,False
Sofia Li (she/her),she/her,sofia.li@kankaanpaavakouluofpivaikoti.school.com,9,0.55,False,False,2,False
Omar Nguyen (he/him),he/him,omar.nguyen@kankaanpaavakouluofpivaikoti.school.com,9,0.63,False,False,3,False
Anna Ocampo (she/her),she/her,anna.ocampo@kankaanpaavakouluofpivaikoti.school.com,9,0.55,False,False,2,False
Liam Matsuda (he/him),he/him,liam.matsuda@kankaanpaavakouluofpivaikoti.school.com,9,0.76,False,False,3,False
Zoe Park (she/her),she/her,zoe.park@kankaanpaavakouluofpivaikoti.school.com,9,0.31,False,False,1,False
Amina Kamara (she/her),she/her,amina.kamara@kankaanpaaschoolofpaivakoti.com,9,0.55,False,False,2,False
Satoshi Nakamoto (he/him),he/him,satoshi.nakamoto@kankaanpaaschoolofpaivakoti.com,9,0.78,False,True,1,False
Sarita Raj (she/her),she/her,sarita.raj@kankaanpaaschoolofpaivakoti.com,9,0.49,False,False,2,True
Mohammad Ali (he/him),he/him,mohammad.ali@kankaanpaaschoolofpaivakoti.com,9,0.85,False,False,5,False
Yara Shawki (she/her),she/her,yara.shawki@kankaanpaaschoolofpaivakoti.com,9,0.72,False,True,1,True
Lukas Janssen (he/him),he/him,lukas.janssen@kankaanpaaschoolofpaivakoti.com,9,0.49,False,True,2,False
Zara Lee (she/her),she/her,zara.lee@kankaanpaaschoolofpaivakoti.com,9,0.47,False,False,2,True
Amir Hossain (he/him),he/him,amir.hossain@kankaanpaaschoolofpaivakoti.com,9,0.44,False,True,2,False
Ana Gonzalez (she/her),she/her,ana.gonzalez@kankaanpaaschoolofpaivakoti.com,9,0.87,False,True,1,True
Zack O'Sullivan (he/him),he/him,zack.osullivan@kankaanpaaschoolofpaivakoti.com,9,0.33,False,True,0,False
Aisha Khan (she/her),she/her,aisha.khan@kankaanpaevakotischool.com,10,0.66,False,False,2,False
Liang Zhang (he/him),he/him,liang.zhang@kankaanpaevakotischool.com,10,0.57,False,True,1,False
Isabella Santos (she/her),she/her,isabella.santos@kankaanpaevakotischool.com,10,0.7,False,False,3,False
Ricardo González (he/him),he/him,ricardo.gonzalez@kankaanpaevakotischool.com,10,0.82,False,False,3,False
Mia Park (she/her),she/her,mia.park@kankaanpaevakotischool.com,10,0.75,False,False,3,False
Omar El-Husseini (he/him),he/him,omar.el-husseini@kankaanpaevakotischool.com,10,0.58,False,True,0,False
Yara Al-Khateeb (she/her),she/her,yara.al-khateeb@kankaanpaevakotischool.com,10,0.85,False,False,4,False
Tomás González (he/him),he/him,tomas.gonzalez@kankaanpaevakotischool.com,10,0.88,False,False,3,False
Anna Lee (she/her),she/her,anna.lee@kankaanpaevakotischool.com,10,0.46,False,False,2,False
Kwame Agyeman (he/him),he/him,kwame.agyeman@kankaanpaevakotischool.com,10,0.82,False,False,3,False
Amina Khan (she/her),she/her,amina.khan@kankaanpaaschoolofpavikoti.com,10,0.3,False,True,1,False
Lukas García (he/him),he/him,lukas.garcia@kankaanpaaschoolofpavikoti.com,10,0.64,False,True,0,False
Yara O'Sullivan (she/her),she/her,yara.osullivan@kankaanpaaschoolofpavikoti.com,10,0.84,False,False,4,False
Hiroshi Nakamura (he/him),he/him,hiroshi.nakamura@kankaanpaaschoolofpavikoti.com,10,0.66,False,True,0,False
Isabella Lopez (she/her),she/her,isabella.lopez@kankaanpaaschoolofpavikoti.com,10,0.79,False,False,4,False
Oliver Wu (he/him),he/him,oliver.wu@kankaanpaaschoolofpavikoti.com,10,0.9,False,False,4,False
Zara Patel (she/her),she/her,zara.patel@kankaanpaaschoolofpavikoti.com,10,0.88,False,False,4,False
Leo Pereira (he/him),he/him,leo.pereira@kankaanpaaschoolofpavikoti.com,10,0.67,False,False,3,False
Elena Kim (she/her),she/her,elena.kim@kankaanpaaschoolofpavikoti.com,10,0.6,False,False,2,False
Noah Li (he/him),he/him,noah.li@kankaanpaaschoolofpavikoti.com,10,0.9,False,False,4,False
Aisha Kamal (she/her),she/her,aisha.kamal@kankaanpaaschoolofpavikoti.com,10,0.7,False,True,0,False
